20.137527 0.000000
20.339913 0.000000
20.544332 0.000000
20.750806 0.000000
20.959355 0.000000
21.170000 0.000000
21.382762 0.000000
21.597663 0.000000
21.814723 0.000000
22.033964 0.000000
22.255409 0.000000
22.479080 0.000000
22.704998 0.000000
22.933187 0.000000
23.163670 0.000000
23.396469 0.000000
23.631607 0.000000
23.869109 0.000000
24.108997 0.000000
24.351297 0.000000
24.596031 0.000000
24.843225 0.000000
25.092904 0.000000
25.345092 0.000000
25.599814 0.000000
25.857097 0.000000
26.116965 0.000000
26.379445 0.000000
26.644562 0.000000
26.912345 0.000000
27.182818 0.000000

10.100502 2.475125
10.202013 2.450497
10.304545 2.426114
10.408108 2.401974
10.512711 2.378074
10.618365 2.354411
10.725082 2.330985
10.832871 2.307791
10.941743 2.284828
11.051709 2.262094
11.162781 2.239585
11.274969 2.217301
11.388284 2.195239
11.502738 2.173396
11.618342 2.151770
11.735109 2.130359
11.853049 2.109162
11.972174 2.088176
12.092496 2.067398
12.214028 2.046827
12.336781 2.026461
12.460767 2.006297
12.586000 1.986334
12.712492 1.966570
12.840254 1.947002
12.969301 1.927629
13.099645 1.908449
13.231298 1.889459
13.364275 1.870659
13.498588 1.852046
13.634251 1.833617
13.771278 1.815373
13.909681 1.797309
14.049476 1.779426
14.190675 1.761720
14.333294 1.744191
14.477346 1.726836
14.622846 1.709654
14.769808 1.692642
14.918247 1.675800
15.068178 1.659126
15.219616 1.642617
15.372575 1.626273
15.527072 1.610091
15.683122 1.594070
15.840740 1.578209
15.999942 1.562506
16.160744 1.546958
16.323162 1.531566
16.487213 1.516327
16.652912 1.501239
16.820276 1.486301
16.989323 1.471512
17.160069 1.456871
17.332530 1.442375
17.506725 1.428023
17.682671 1.413814
17.860384 1.399746
18.039884 1.385818
18.221188 1.372029
18.404314 1.358377
18.589280 1.344861
18.776106 1.331480
18.964809 1.318231
19.155408 1.305114
19.347923 1.292128
19.542373 1.279271
19.738777 1.266542
19.937155 1.253940
20.137527 1.241463
20.339913 1.229110
20.544332 1.216881
20.750806 1.204772
20.959355 1.192785
21.170000 1.180916
21.382762 1.169166
21.597663 1.157533
21.814723 1.146015
22.033964 1.134612
22.255409 1.123322
22.479080 1.112145
22.704998 1.101079
22.933187 1.090123
23.163670 1.079276
23.396469 1.068537
23.631607 1.057905
23.869109 1.047379
24.108997 1.036957
24.351297 1.026639
24.596031 1.016424
24.843225 1.006311
25.092904 0.996298
25.345092 0.986384
25.599814 0.976570
25.857097 0.966853
26.116965 0.957232
26.379445 0.947708
26.644562 0.938278
26.912345 0.928942
27.182818 0.919699

10.100502 4.950249
10.202013 4.900993
10.304545 4.852228
10.408108 4.803947
10.512711 4.756147
10.618365 4.708823
10.725082 4.661969
10.832871 4.615582
10.941743 4.569656
11.051709 4.524187
11.162781 4.479171
11.274969 4.434602
11.388284 4.390477
11.502738 4.346791
11.618342 4.303540
11.735109 4.260719
11.853049 4.218324
11.972174 4.176351
12.092496 4.134796
12.214028 4.093654
12.336781 4.052921
12.460767 4.012594
12.586000 3.972668
12.712492 3.933139
12.840254 3.894004
12.969301 3.855258
13.099645 3.816897
13.231298 3.778919
13.364275 3.741318
13.498588 3.704091
13.634251 3.667235
13.771278 3.630745
13.909681 3.594619
14.049476 3.558852
14.190675 3.523440
14.333294 3.488382
14.477346 3.453672
14.622846 3.419307
14.769808 3.385284
14.918247 3.351600
15.068178 3.318251
15.219616 3.285234
15.372575 3.252545
15.527072 3.220182
15.683122 3.188141
15.840740 3.156418
15.999942 3.125011
16.160744 3.093917
16.323162 3.063132
16.487213 3.032653
16.652912 3.002478
16.820276 2.972603
16.989323 2.943025
17.160069 2.913741
17.332530 2.884749
17.506725 2.856045
17.682671 2.827627
17.860384 2.799492
18.039884 2.771636
18.221188 2.744058
18.404314 2.716754
18.589280 2.689722
18.776106 2.662959
18.964809 2.636462
19.155408 2.610229
19.347923 2.584257
19.542373 2.558543
19.738777 2.533085
19.937155 2.507880
20.137527 2.482927
20.339913 2.458221
20.544332 2.433761
20.750806 2.409545
20.959355 2.385570
21.170000 2.361833
21.382762 2.338332
21.597663 2.315065
21.814723 2.292030
22.033964 2.269224
22.255409 2.246645
22.479080 2.224290
22.704998 2.202158
22.933187 2.180246
23.163670 2.158553
23.396469 2.137075
23.631607 2.115810
23.869109 2.094758
24.108997 2.073915
24.351297 2.053279
24.596031 2.032848
24.843225 2.012621
25.092904 1.992595
25.345092 1.972769
25.599814 1.953139
25.857097 1.933705
26.116965 1.914464
26.379445 1.895415
26.644562 1.876555
26.912345 1.857883
27.182818 1.839397

10.100502 7.425374
10.202013 7.351490
10.304545 7.278342
10.408108 7.205921
10.512711 7.134221
10.618365 7.063234
10.725082 6.992954
10.832871 6.923373
10.941743 6.854484
11.051709 6.786281
11.162781 6.718756
11.274969 6.651903
11.388284 6.585716
11.502738 6.520187
11.618342 6.455310
11.735109 6.391078
11.853049 6.327486
11.972174 6.264527
12.092496 6.202194
12.214028 6.140481
12.336781 6.079382
12.460767 6.018891
12.586000 5.959002
12.712492 5.899709
12.840254 5.841006
12.969301 5.782887
13.099645 5.725346
13.231298 5.668378
13.364275 5.611977
13.498588 5.556137
13.634251 5.500852
13.771278 5.446118
13.909681 5.391928
14.049476 5.338277
14.190675 5.285161
14.333294 5.232572
14.477346 5.180507
14.622846 5.128961
14.769808 5.077927
14.918247 5.027400
15.068178 4.977377
15.219616 4.927851
15.372575 4.878818
15.527072 4.830273
15.683122 4.782211
15.840740 4.734627
15.999942 4.687517
16.160744 4.640875
16.323162 4.594698
16.487213 4.548980
16.652912 4.503717
16.820276 4.458904
16.989323 4.414537
17.160069 4.370612
17.332530 4.327124
17.506725 4.284068
17.682671 4.241441
17.860384 4.199238
18.039884 4.157455
18.221188 4.116087
18.404314 4.075132
18.589280 4.034583
18.776106 3.994439
18.964809 3.954693
19.155408 3.915343
19.347923 3.876385
19.542373 3.837814
19.738777 3.799627
19.937155 3.761821
20.137527 3.724390
20.339913 3.687331
20.544332 3.650642
20.750806 3.614317
20.959355 3.578354
21.170000 3.542749
21.382762 3.507498
21.597663 3.472598
21.814723 3.438045
22.033964 3.403836
22.255409 3.369967
22.479080 3.336435
22.704998 3.303237
22.933187 3.270370
23.163670 3.237829
23.396469 3.205612
23.631607 3.173716
23.869109 3.142137
24.108997 3.110872
24.351297 3.079918
24.596031 3.049272
24.843225 3.018932
25.092904 2.988893
25.345092 2.959153
25.599814 2.929709
25.857097 2.900558
26.116965 2.871697
26.379445 2.843123
26.644562 2.814833
26.912345 2.786825
27.182818 2.759096

10.100502 9.900498
10.202013 9.801987
10.304545 9.704455
10.408108 9.607894
10.512711 9.512294
10.618365 9.417645
10.725082 9.323938
10.832871 9.231163
10.941743 9.139312
11.051709 9.048374
11.162781 8.958341
11.274969 8.869204
11.388284 8.780954
11.502738 8.693582
11.618342 8.607080
11.735109 8.521438
11.853049 8.436648
11.972174 8.352702
12.092496 8.269591
12.214028 8.187308
12.336781 8.105842
12.460767 8.025188
12.586000 7.945336
12.712492 7.866279
12.840254 7.788008
12.969301 7.710516
13.099645 7.633795
13.231298 7.557837
13.364275 7.482636
13.498588 7.408182
13.634251 7.334470
13.771278 7.261490
13.909681 7.189237
14.049476 7.117703
14.190675 7.046881
14.333294 6.976763
14.477346 6.907343
14.622846 6.838614
14.769808 6.770569
14.918247 6.703200
15.068178 6.636503
15.219616 6.570468
15.372575 6.505091
15.527072 6.440364
15.683122 6.376282
15.840740 6.312836
15.999942 6.250023
16.160744 6.187834
16.323162 6.126264
16.487213 6.065307
16.652912 6.004956
16.820276 5.945205
16.989323 5.886050
17.160069 5.827483
17.332530 5.769498
17.506725 5.712091
17.682671 5.655254
17.860384 5.598984
18.039884 5.543273
18.221188 5.488116
18.404314 5.433509
18.589280 5.379444
18.776106 5.325918
18.964809 5.272924
19.155408 5.220458
19.347923 5.168513
19.542373 5.117086
19.738777 5.066170
19.937155 5.015761
20.137527 4.965853
20.339913 4.916442
20.544332 4.867523
20.750806 4.819090
20.959355 4.771139
21.170000 4.723666
21.382762 4.676664
21.597663 4.630131
21.814723 4.584060
22.033964 4.538448
22.255409 4.493290
22.479080 4.448581
22.704998 4.404317
22.933187 4.360493
23.163670 4.317105
23.396469 4.274149
23.631607 4.231621
23.869109 4.189515
24.108997 4.147829
24.351297 4.106558
24.596031 4.065697
24.843225 4.025242
25.092904 3.985190
25.345092 3.945537
25.599814 3.906278
25.857097 3.867410
26.116965 3.828929
26.379445 3.790830
26.644562 3.753111
26.912345 3.715767
27.182818 3.678794

